Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Share_NA,Share_EU,Share_JP,decade_cohort
13619,Hana to Ikimo no Rittai Zukan,3DS,2011.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13620,Bloody Roar Extreme,XB,2003.0,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13621,Platinum Sudoku,DS,2007.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13622,Kamen Rider: Battride War Genesis,PS3,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13623,Tennis Masters Series 2003,XB,2002.0,Sports,Microids,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13624,The Sims Deluxe,PC,2002.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,0.04,0.25,0.5,0.0,2000
13625,Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13626,Amagami,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13627,Duke Nukem Trilogy: Critical Mass,DS,2011.0,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13628,MLB SlugFest 20-04,GC,2003.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13629,Pocket Pool,PSP,2007.0,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13630,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005.0,Misc,Sega,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13631,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007.0,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13632,Black & White,PC,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,0.05,0.0,0.7999999999999999,0.0,2000
13633,NCIS,PC,2011.0,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,0.04,0.25,0.5,0.0,2010
13634,The Cube,Wii,2012.0,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04,0.04,0.0,1.0,0.0,2010
13635,Company of Heroes: Tales of Valor,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13636,Myth Makers: Trixie in Toyland,Wii,2008.0,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13637,NatGeo Challenge! Wild Life,Wii,2010.0,Misc,Black Bean Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13638,Breath of Fire III,PSP,2005.0,Role-Playing,Capcom,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13639,Torino 2006,XB,2006.0,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13640,Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,0.04,0.25,0.5,0.0,2000
13641,Amnesia,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13642,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13643,Fashion Week Jr. Designer,DS,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.04,0.05,0.0,0.7999999999999999,0.0,2010
13645,Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,0.05,0.0,0.7999999999999999,0.0,2010
13646,Metal Slug 4 & 5,XB,2005.0,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13647,Great Battle Full Blast,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13648,Guilty Gear XX Accent Core,Wii,2007.0,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2000
13649,Hitman (2016),PS4,2016.0,Action,Square Enix,0.0,0.04,0.0,0.01,0.04,0.05,0.0,0.7999999999999999,0.0,2010
13650,World Poker Tour,PSP,2006.0,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13651,Saint Seiya: Soldiers' Soul,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13652,7 Days to Die,XOne,2016.0,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,0.04,0.5,0.5,0.0,2010
13653,Digimon Rumble Arena 2,GC,2004.0,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13654,Doki Doki! PreCure Narikiri Life!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13655,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2010
13656,Watashi no Relaxuma,DS,2007.0,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13657,Phantom Kingdom Portable,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13658,Pac-Man World Rally,PSP,2006.0,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13659,Way of the Samurai 2 Portable,PSP,2009.0,Action,Spike,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13660,Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13661,Mazes of Fate DS,DS,2008.0,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13662,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13663,Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13664,Virtua Tennis 4,PC,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008.0,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13666,Farm Frenzy 3,PC,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13667,GRID,PC,,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,
13668,Little Busters! Converted Edition,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13669,Unison: Rebels of Rhythm & Dance,PS2,2000.0,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13670,Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13671,WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13673,Major League Baseball 2K12,PC,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13674,B.L.U.E.: Legend of Water,PS,,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,
13675,Dark Half,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13676,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008.0,Racing,System 3 Arcade Software,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13677,Luxor: Pharaoh's Challenge,Wii,,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04,0.04,0.25,0.75,0.0,
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015.0,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,0.03,0.33333333333333337,0.0,0.6666666666666667,2010
13679,Imperial Glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,0.04,0.0,1.0,0.0,2000
13680,Lionel Trains: On Track,DS,2006.0,Action,DSI Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13681,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13682,Shukufuku no Campanella Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13683,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04,0.04,0.25,0.75,0.0,2010
13684,Sonic PC Collection,PC,2009.0,Misc,Sega,0.0,0.04,0.0,0.01,0.04,0.05,0.0,0.7999999999999999,0.0,2000
13685,Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13686,Yourself Fitness,PS2,2005.0,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13687,Chaos;Head - Love Chu*Chu!,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13688,Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13689,Paws & Claws: Regal Resort,DS,2010.0,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13690,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007.0,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2000
13691,Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13692,12Riven: The Psi-Climinal of Integral,PS2,2008.0,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13693,Battle Spirits: Digital Starter,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13694,Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,0.04,0.25,0.5,0.0,2000
13695,Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13696,WarJetz,PS2,2001.0,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13697,Breeding Stud 2,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13698,Banushi Life Game: Winner's Circle,DS,2007.0,Sports,Genki,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13699,Catwoman,GBA,2004.0,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13700,Gakuen Hetalia Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13701,Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2000
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13703,Capcom Fighting Evolution,XB,2005.0,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13704,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04,0.04,0.25,0.5,0.0,2010
13705,Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,0.05,0.19999999999999998,0.6,0.0,2000
13706,Novastorm,PS,1995.0,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,0.04,0.5,0.5,0.0,1990
13707,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13708,PopCap Arcade Vol 1,X360,2007.0,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13709,Dead Ball Zone,PS,1998.0,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,0.04,0.5,0.5,0.0,1990
13710,NBA in the Zone 2000,N64,2000.0,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13711,Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13712,NBA In The Zone '99,N64,1998.0,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,1990
13713,Winning Post World 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13714,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13715,SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2000
13716,OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.01,0.04,0.05,0.6,0.19999999999999998,0.0,2000
13717,Haunted Casino,SAT,1996.0,Adventure,Societa,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13718,World Series Baseball,SAT,1994.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13719,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13720,Aeon Flux,PS2,2005.0,Action,THQ,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13721,Chicken Blaster,DS,2009.0,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13722,Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13723,S.Y.K Renshouden Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13724,Metal Max Returns,SNES,1995.0,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13725,Shattered Union,XB,2005.0,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13726,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13727,Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13728,Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13729,Unchained Blades,3DS,2011.0,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13730,Harley-Davidson: Road Trip,Wii,2010.0,Racing,Destineer,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13731,Gal*Gun,X360,2011.0,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13732,GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04,0.04,0.0,1.0,0.0,2010
13733,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13734,Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13735,NHL Hitz Pro,GC,,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,
13736,Ookami Kakushi,PSP,2009.0,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13737,Zen-Nippon GT Senshuken,SNES,1995.0,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13738,North American Hunting Extravaganza 2,Wii,2010.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2010
13739,City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13740,PD Ultraman Battle Collection 64,N64,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,1990
13741,Monaco Grand Prix,N64,1999.0,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,1990
13742,Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,1990
13743,Rally Challenge 2000,N64,1999.0,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,1990
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000.0,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13745,Superman: Countdown to Apokolips,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13746,Deadly Arts,N64,1998.0,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,1990
13747,Kikou Heidan J-Phoenix 2,PS2,2003.0,Action,Takara,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13748,Sengoku Musou 3 Z Special,PSP,2012.0,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13749,Dragon's Lair 3D: Return to the Lair,GC,2002.0,Platform,THQ,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13750,Harukanaru Toki no Naka de 5,PSP,2011.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13751,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,0.03,0.33333333333333337,0.6666666666666667,0.0,2000
13752,Worms 4: Mayhem,XB,2005.0,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13753,Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13754,Winning Post 7 2012,PSP,2012.0,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13755,Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,0.04,0.75,0.0,0.25,2000
13756,Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13757,Point Blank 2,PS,1998.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,0.04,0.5,0.5,0.0,1990
13758,Who Wants to Be a Millionaire: 3rd Edition,DS,2010.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13759,Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13760,Saru! Get You! Pipo Saru Senki,PSP,2009.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13761,Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13762,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13763,Imabikisou,PS3,2007.0,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13764,Logic Machines,DS,2009.0,Puzzle,City Interactive,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13765,One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2010
13766,Hakuouki: Reimeiroku Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008.0,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13768,Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13769,Motto TOEIC Test DS Training,DS,2008.0,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13770,Super Robot Gakuen,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13771,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13772,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,0.04,0.0,1.0,0.0,2010
13773,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13774,Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13775,Mike Tyson Boxing,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13776,Jojo's Fashion Show: Design in a Dash!,DS,2009.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2000
13777,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13778,Go Diego Go!: Safari Rescue,PS2,2008.0,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13779,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13780,Clannad,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13781,Nobunaga's Ambition: Sphere of Influence,PS4,2014.0,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,0.04,0.75,0.0,0.0,2010
13782,Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,0.05,0.39999999999999997,0.39999999999999997,0.0,2000
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009.0,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13784,Akko ni Omakase! Brain Shock,DS,2006.0,Misc,Taito,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13785,Mission: Impossible - Operation Surma,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,0.04,0.75,0.25,0.0,2000
13786,Guild Wars Trilogy,PC,2005.0,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2000
13787,Patrician IV,PC,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2010
13788,Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,2010
13789,King of Fighters: Maximum Impact Regulation A,PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2000
13790,Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,0.04,0.0,0.0,0.04,0.04,0.0,1.0,0.0,2000
13791,Star Ocean 5: Integrity and Faithlessness,PS3,2016.0,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13792,Date A Live: Rine Utopia,PS3,2013.0,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13793,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,0.04,0.0,0.75,0.0,2010
13794,Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,1.0,2010
13795,Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,2000
